Gene ID	SYMBOL	Fold Change(T/S)	q-value(%)	Component
206102_at	GINS1	3.834	0.14	Tumour
238567_at	SGPP2	4.621	0.14	Tumour
202983_at	SMARCA3	2.138	0.14	Tumour
218966_at	MYO5C	5.492	0.14	Tumour
215071_s_at	HIST1H2AC	4.459	0.14	Tumour
213308_at	SHANK2	2.804	0.14	Tumour
235050_at	SLC2A12	3.431	0.14	Tumour
230776_at	RNF157	5.687	0.14	Tumour
235588_at	ESCO2	3.488	0.14	Tumour
229292_at	EPB41L5	7.64	0.14	Tumour
228195_at	MGC13057	10.417	0.14	Tumour
201510_at	ELF3	6.511	0.14	Tumour
231517_at	ZYG11A	4.314	0.14	Tumour
223229_at	UBE2T	3.862	0.14	Tumour
229671_s_at	C21orf45	3.051	0.14	Tumour
227461_at	STON2	7.177	0.14	Tumour
1555716_a_at	CXADR	4.813	0.14	Tumour
213201_s_at	TNNT1	5.104	0.14	Tumour
210559_s_at	CDC2	4.524	0.14	Tumour
222705_s_at	SLC25A15	2.734	0.14	Tumour
218270_at	MRPL24	2.09	0.14	Tumour
203892_at	WFDC2	4.033	0.14	Tumour
203214_x_at	CDC2	3.794	0.14	Tumour
236448_at	UNC5A	3.799	0.14	Tumour
224579_at		4.002	0.14	Tumour
236655_at	TPD52	2.773	0.14	Tumour
220987_s_at	C11orf17 /// NUAK2	3.823	0.14	Tumour
230093_at	TSGA2	5.442	0.14	Tumour
218882_s_at	WDR3	2.876	0.14	Tumour
213325_at	PVRL3	3.468	0.14	Tumour
91826_at	EPS8L1	4.976	0.14	Tumour
205334_at	S100A1	4.104	0.14	Tumour
204962_s_at	CENPA	3.853	0.14	Tumour
227499_at		2.556	0.14	Tumour
223843_at	SCARA3	9.003	0.14	Tumour
241549_at	ANTXR1	0.364	3.46	Stroma
229074_at		0.462	3.46	Stroma
241365_at		0.357	3.46	Stroma
213415_at	CLIC2	0.474	3.46	Stroma
202437_s_at	CYP1B1	0.317	3.46	Stroma
227276_at	PLXDC2	0.466	3.46	Stroma
1552480_s_at	PTPRC	0.431	3.46	Stroma
229517_at	PTPDC1	0.484	3.46	Stroma
224965_at	GNG2	0.338	3.46	Stroma
207177_at	PTGFR	0.411	3.46	Stroma
204482_at	CLDN5	0.487	3.46	Stroma
230204_at		0.456	3.46	Stroma
215073_s_at	NR2F2	0.352	3.46	Stroma
235343_at		0.444	3.46	Stroma
236394_at		0.469	3.46	Stroma
240915_at	IGHV1-69	0.474	3.46	Stroma
216560_x_at	IGLC1	0.447	3.46	Stroma
235371_at		0.391	3.46	Stroma
213791_at	PENK	0.472	3.46	Stroma
224720_at	MIB1	0.463	3.46	Stroma
217384_x_at	LOC388255 ///	0.425	3.46	Stroma
206710_s_at	EPB41L3	0.466	3.46	Stroma
203695_s_at	DFNA5	0.466	3.46	Stroma
61734_at	RCN3	0.48	3.46	Stroma
216215_s_at	RPL41	0.461	3.46	Stroma
1555938_x_at	VIM	0.454	3.46	Stroma
227817_at	PRKCB1	0.494	3.46	Stroma
220993_s_at	GPR63	0.432	3.46	Stroma
218613_at	LOC653754	0.485	3.46	Stroma
240432_x_at		0.443	3.46	Stroma
212793_at	DAAM2	0.481	3.46	Stroma
211581_x_at	LST1	0.455	3.46	Stroma
228489_at	TM4SF18	0.388	3.46	Stroma
213675_at		0.441	3.46	Stroma
229234_at	ZC3H12B	0.47	3.46	Stroma
219636_s_at	ARMC9	0.468	3.46	Stroma
224992_s_at	CMIP	0.489	3.46	Stroma
205105_at	MAN2A1	0.459	3.46	Stroma
217260_x_at	IGHG1	0.261	3.46	Stroma
214020_x_at	ITGB5	0.484	3.46	Stroma
235276_at		0.391	3.46	Stroma
227084_at	DTNA	0.485	3.46	Stroma
210035_s_at	RPL5 /// SNOR	0.497	3.46	Stroma
206470_at	PLXNC1	0.389	3.46	Stroma
222662_at	LOC286044	0.443	3.46	Stroma
239077_at	GALNACT-2	0.49	3.46	Stroma
210739_x_at	SLC4A4	0.447	3.46	Stroma
240173_at		0.402	3.46	Stroma
214470_at	KLRB1	0.469	3.46	Stroma
233465_at	SPRED1	0.482	3.46	Stroma
210299_s_at	FHL1	0.462	3.46	Stroma
230261_at	ST8SIA4	0.478	3.46	Stroma
207957_s_at	PRKCB1	0.446	3.46	Stroma
226604_at	TMTC3	0.453	3.46	Stroma
217599_s_at	MDFIC	0.417	3.46	Stroma
228724_at		0.496	3.46	Stroma
238784_at	DPY19L2	0.422	3.46	Stroma
206751_s_at	PCYT1B	0.428	3.46	Stroma
227370_at	KIAA1946	0.393	3.46	Stroma
1559661_at	ODZ3	0.419	3.46	Stroma
206099_at	PRKCH	0.462	3.46	Stroma
222513_s_at	SORBS1	0.481	3.46	Stroma
231513_at		0.428	3.46	Stroma
219550_at	ROBO3	0.428	3.46	Stroma
214696_at	MGC14376	0.42	3.46	Stroma
1556695_a_at	FLJ42709	0.454	3.46	Stroma
222621_at	DNAJC1	0.477	3.46	Stroma
227812_at	TNFRSF19	0.454	3.46	Stroma
204995_at	CDK5R1	0.44	3.46	Stroma
238205_at	WDR40B	5.654	0.28	Tumour
207828_s_at	CENPF	3.342	0.28	Tumour
239155_at	LOC653108	6.139	0.28	Tumour
221204_s_at	CRTAC1	3.565	0.28	Tumour
211778_s_at	OVOL2	5.248	0.28	Tumour
215165_x_at	UMPS	2.688	0.28	Tumour
229634_at	TMEM139	5.292	0.28	Tumour
223000_s_at	F11R	2.115	0.28	Tumour
1552427_at	ZNF485	2.531	0.28	Tumour
232277_at		3.428	0.28	Tumour
226839_at	TRA16	2.405	0.28	Tumour
219045_at	RHOF	2.554	0.28	Tumour
214039_s_at	LAPTM4B	2.411	0.28	Tumour
222482_at	SSBP3 /// LOC	2.088	0.28	Tumour
225392_at	GFM2	2.005	0.28	Tumour
200862_at	DHCR24	6.36	0.28	Tumour
225687_at	FAM83D	4.668	0.28	Tumour
222921_s_at	HEY2	3.266	0.28	Tumour
1554608_at	TGOLN2	2.532	0.28	Tumour
238673_at		4.156	0.28	Tumour
217848_s_at	PPA1	2.553	0.28	Tumour
37117_at	ARHGAP8 /// L	3.391	0.28	Tumour
204069_at	MEIS1	2.9	0.28	Tumour
202272_s_at	FBXO28	2.509	0.28	Tumour
229997_at	VANGL1	2.844	0.28	Tumour
238778_at	MPP7	6.545	0.28	Tumour
234672_s_at	TMEM48	3.45	0.28	Tumour
201135_at	ECHS1	2.135	0.28	Tumour
200980_s_at	PDHA1	2.187	0.28	Tumour
218724_s_at	TGIF2	2.735	0.28	Tumour
218211_s_at	MLPH	3.971	0	Tumour
223823_at	KCNMB2	4.067	0	Tumour
222162_s_at	ADAMTS1	3.782	0	Tumour
210715_s_at	SPINT2	4.09	0	Tumour
235247_at		4.384	0	Tumour
227492_at	OCLN	4.866	0	Tumour
201901_s_at	YY1	2.68	0	Tumour
212797_at	SORT1	2.966	0	Tumour
216484_x_at		2.505	0	Tumour
219121_s_at	RBM35A	6.275	0	Tumour
213167_s_at	MRPS6	2.97	0	Tumour
201459_at	RUVBL2	2.105	0	Tumour
233955_x_at	CXXC5	3.256	0	Tumour
201037_at	PFKP	2.379	0	Tumour
238755_at	LOC644943	6.175	0	Tumour
220865_s_at	PDSS1	3.9	0	Tumour
241628_at	EVI1	7.482	0	Tumour
215668_s_at	PLXNB1	2.181	0	Tumour
224610_at	STX5	2.836	0	Tumour
209794_at	SRGAP3	3.938	0	Tumour
203661_s_at	TMOD1	4.156	0	Tumour
220147_s_at	FAM60A	2.605	0.09	Tumour
239887_at	SSPN	4.553	0.09	Tumour
204717_s_at	SLC29A2	3.785	0.09	Tumour
206794_at	ERBB4	8.755	0.09	Tumour
223232_s_at	CGN	5.625	0.09	Tumour
1564308_a_at	MPP7	6.077	0.09	Tumour
219388_at	GRHL2	8.06	0.09	Tumour
209048_s_at	PRKCBP1	2.333	0.09	Tumour
209677_at	PRKCI	2.98	0.09	Tumour
218062_x_at	CDC42EP4	5.161	0.09	Tumour
205417_s_at	DAG1	2.555	0.09	Tumour
238946_at	C11orf54	3.569	0.09	Tumour
232151_at		7.304	0.09	Tumour
205742_at	TNNI3	3.766	0.09	Tumour
229538_s_at	IQGAP3	2.984	0.09	Tumour
208051_s_at	PAIP1	4.762	0.09	Tumour
226420_at	EVI1	4.983	0.09	Tumour
218981_at	ACN9	3.738	0.09	Tumour
225846_at	RBM35A	5.786	0.09	Tumour
203910_at	ARHGAP29	2.441	0.09	Tumour
243996_at		3.347	0.09	Tumour
204170_s_at	CKS2	3.353	0.09	Tumour
219010_at	C1orf106	5.936	0.09	Tumour
230625_s_at	TSPAN12	3.815	0.09	Tumour
223754_at	MGC13057	15.978	0.09	Tumour
121_at	PAX8	3.465	0.09	Tumour
227819_at	LGR6	4.852	0.09	Tumour
217947_at	CMTM6	3.097	0.09	Tumour
1552390_a_at	C8orf47	5.307	0.09	Tumour
218756_s_at	MGC4172	4.294	0.09	Tumour
212128_s_at	DAG1	2.014	0.09	Tumour
243386_at	SRG	7.125	0.09	Tumour
201292_at	TOP2A	3.214	0.09	Tumour
209899_s_at	SIAHBP1	3.038	0.09	Tumour
230381_at	C1orf186	3.807	0.09	Tumour
223133_at	TMEM14B	2.236	0.09	Tumour
203786_s_at	TPD52L1	3.361	0.09	Tumour
235545_at		3.784	0.09	Tumour
228377_at	KLHL14	10.69	0.09	Tumour
244506_at	TMTC1 /// LOC6536	4.898	0.09	Tumour
202431_s_at	MYC	2.875	0.09	Tumour
204127_at	RFC3	4.452	0.09	Tumour
201596_x_at	KRT18	3.379	0.09	Tumour
203276_at	LMNB1	3.935	0.09	Tumour
209114_at	TSPAN1	4.029	0.09	Tumour
219215_s_at	SLC39A4	3.811	0.09	Tumour
204641_at	NEK2	4.712	0.09	Tumour
221842_s_at	ZNF131	2.242	0.09	Tumour
239657_x_at		2.322	0.38	Tumour
243277_x_at	EVI1	4.645	0.38	Tumour
205081_at	CRIP1	3.789	0.38	Tumour
221982_x_at	XX-FW81657B9.4	2.526	0.38	Tumour
226506_at	THSD4	2.515	0.38	Tumour
230717_at	LCN12	4.963	0.38	Tumour
223785_at	KIAA1794	5.148	0.38	Tumour
237241_at	ECT2	5.983	0.38	Tumour
1561149_at		2.964	0.38	Tumour
204447_at	ProSAPiP1	3.765	0.38	Tumour
237057_at	TSGA10	3.431	0.38	Tumour
206385_s_at	ANK3	3.902	0.38	Tumour
213460_x_at	NSUN5C	2.483	0.38	Tumour
224623_at	THOC3	3.194	0.38	Tumour
227196_at	RHPN2	6.287	0.38	Tumour
212689_s_at	JMJD1A	2.203	0.38	Tumour
40093_at	BCAM	3.695	0.38	Tumour
235039_x_at	LIN9	2.762	0.38	Tumour
212531_at	LCN2	5.786	0.38	Tumour
228491_at	KRT17	5.566	0.38	Tumour
219461_at	PAK6	2.862	0.38	Tumour
200895_s_at	FKBP4	2.659	0.38	Tumour
209172_s_at	CENPF	3.124	0.38	Tumour
235244_at	CCDC58	3.026	0.38	Tumour
229492_at	VANGL1	3.136	0.38	Tumour
212175_s_at	AK2	2.511	0.38	Tumour
226313_at	C10orf35	3.772	0.38	Tumour
38710_at	OTUB1	2.098	0.38	Tumour
230963_at	EMX2OS	4.499	0.38	Tumour
213085_s_at	WWC1	4.31	0.38	Tumour
205980_s_at	ARHGAP8 /// LOC55	3.524	0.14	Tumour
202935_s_at	SOX9	4.755	0.14	Tumour
208767_s_at	LAPTM4B	4.159	0.14	Tumour
1560834_a_at	RMST	15.842	0.14	Tumour
202705_at	CCNB2	4.111	0.14	Tumour
1564479_a_at	LOC642419 /// LOC6	5.264	0.14	Tumour
240122_at		3.837	0.14	Tumour
230518_at	EVA1	10	0.14	Tumour
227702_at	CYP4X1	5.705	0.14	Tumour
236723_at	HNRPU	2.562	0.14	Tumour
235456_at		3.905	0.14	Tumour
225325_at	FLJ20160	2.416	0.14	Tumour
206799_at	SCGB1D2	11.439	0.14	Tumour
228303_at		2.847	0.14	Tumour
228155_at	C10orf58	2.276	0.14	Tumour
204124_at		5.333	0.14	Tumour
201066_at	CYC1	3.831	0.14	Tumour
222281_s_at	LOC642299 /// LOC6	8.273	0.14	Tumour
203213_at	CDC2	4.043	0.14	Tumour
204019_s_at	SH3YL1	2.67	0.14	Tumour
242787_at		3.129	0.14	Tumour
221950_at	EMX2	6.382	0.14	Tumour
217684_at	TYMS	4.713	0.14	Tumour
240908_at	PDCD6	2.19	0.14	Tumour
219500_at	CLCF1	2.277	0.14	Tumour
230645_at	FRMD3	2.231	0.14	Tumour
219854_at	ZNF14	2.316	0.14	Tumour
244272_s_at	MTAC2D1	4.248	0.14	Tumour
229490_s_at		2.608	0.14	Tumour
201115_at	POLD2	3.326	0.14	Tumour
229842_at		9.426	0.14	Tumour
1559946_s_at	RUVBL2	2.023	0.14	Tumour
226996_at	LYCAT	2.301	0.14	Tumour
226086_at	SYT13	7.076	0.14	Tumour
226926_at	ZD52F10	5.589	0.14	Tumour
231007_at		7.241	0.14	Tumour
223062_s_at	PSAT1	6.26	0.14	Tumour
233970_s_at	CGI-09	2.748	0.14	Tumour
218722_s_at	CCDC51	2.672	0.14	Tumour
236279_at	DENND1C	3.22	0.14	Tumour
221655_x_at	EPS8L1	4.882	0.28	Tumour
210248_at	WNT7A	2.695	0.28	Tumour
226374_at	CXADR	6.459	0.28	Tumour
1566766_a_at		8.155	0.28	Tumour
223245_at	STRBP	3.613	0.28	Tumour
204101_at	MTM1	2.684	0.28	Tumour
227753_at	TMEM139	7.277	0.28	Tumour
242462_at		3.768	0.28	Tumour
222925_at	DCDC2	4.315	0.28	Tumour
227180_at	ELOVL7	3.55	0.28	Tumour
212165_at	C1orf37 /// LOC6536	2.462	0.28	Tumour
221096_s_at	PRO1580	4.352	0.28	Tumour
205549_at	PCP4	5.207	0.28	Tumour
226907_at	PPP1R14C	4.43	0.28	Tumour
235852_at	STON2	10.1	0.28	Tumour
32625_at	NPR1	3.118	0.28	Tumour
230943_at		9.06	0.28	Tumour
203764_at	DLG7	5.145	0.28	Tumour
214433_s_at	SELENBP1	3.437	0.28	Tumour
205470_s_at	KLK11	6.784	0.28	Tumour
223471_at	RAB3IP	5.161	0.28	Tumour
226213_at	ERBB3	8.319	0.28	Tumour
202735_at	EBP	2.117	0.28	Tumour
209262_s_at	NR2F6	3.05	0.28	Tumour
203145_at	SPAG5	2.355	0.28	Tumour
244166_at	APLN	2.408	0.28	Tumour
226817_at	DSC2	3.283	0.28	Tumour
216074_x_at	WWC1	5.654	0.28	Tumour
223038_s_at	FAM60A	2.845	0.28	Tumour
1553690_at	SGOL1	3.182	0.51	Tumour
232672_x_at	SLC24A5	2.98	0.51	Tumour
203726_s_at	LAMA3	3.85	0.51	Tumour
202023_at	EFNA1	3.712	0.51	Tumour
1557034_s_at	FLJ00038 /// LOC65	2.305	0.51	Tumour
221927_s_at	ABHD11	5.402	0.51	Tumour
230051_at	C10orf47	2.991	0.51	Tumour
213222_at	PLCB1	2.764	0.51	Tumour
219513_s_at	SH2D3A	3.21	0.51	Tumour
200903_s_at	AHCY	3.086	0.51	Tumour
240979_at		7.081	0.51	Tumour
239765_at		4.982	0.51	Tumour
213903_s_at	RQCD1	2.057	0.51	Tumour
227524_at		3.739	0.51	Tumour
225552_x_at	AURKAIP1 /// LOC64	2.013	0.51	Tumour
266_s_at	CD24	5.481	0.51	Tumour
222951_s_at	ANKRD5	2.439	0.51	Tumour
225525_at	CTA-221G9.4	2.051	0.51	Tumour
219153_s_at	THSD4	4.431	0.51	Tumour
1568916_at	SPIRE2	2.056	0.51	Tumour
1558034_s_at	CP	7.219	0.51	Tumour
204061_at	PRKX	4.551	0.51	Tumour
1569316_at		2.601	0.51	Tumour
238028_at	FLJ90086	2.632	0.51	Tumour
217628_at	CLIC5 /// LOC65381	3.691	0.51	Tumour
219867_at	CHODL	8.114	0.51	Tumour
229236_s_at	SFXN4	2.542	0.51	Tumour
235779_at	LOC284408	2.018	0.51	Tumour
204492_at	ARHGAP11A	2.427	0.51	Tumour
219277_s_at	OGDHL	2.421	0.51	Tumour
230523_at		3.798	0.28	Tumour
215030_at	GRSF1	2.555	0.28	Tumour
227985_at		3.377	0.28	Tumour
210766_s_at	CSE1L	2.551	0.28	Tumour
225196_s_at	MRPS26	3.016	0.28	Tumour
221582_at	HIST3H2A	3.152	0.28	Tumour
204026_s_at	ZWINT	2.5	0.28	Tumour
204761_at	USP6NL	2.245	0.28	Tumour
227936_at	TMEM68	2.204	0.28	Tumour
235842_at		3.74	0.28	Tumour
219162_s_at	MRPL11	2.82	0.28	Tumour
222039_at	LOC146909	3.353	0.28	Tumour
36499_at	CELSR2	4.362	0.28	Tumour
226556_at	MAP3K13	2.792	0.28	Tumour
205316_at	SLC15A2	4.731	0.28	Tumour
236616_at		3.945	0.28	Tumour
230201_at		2.578	0.28	Tumour
204866_at	PHF16	2.505	0.28	Tumour
208541_x_at	TFAM	2.407	0.28	Tumour
219993_at	SOX17	7.115	0.28	Tumour
228047_at	SNORA72	2.723	0.28	Tumour
202598_at	S100A13	2.053	0.28	Tumour
213520_at	RECQL4	2.29	0.28	Tumour
223267_at	RG9MTD1	2.507	0.28	Tumour
228360_at	LOC130576	6.048	0.28	Tumour
212944_at	MRPS6	2.773	0.28	Tumour
223075_s_at	C9orf58	4.321	0.28	Tumour
206074_s_at	HMGA1	3.747	0.28	Tumour
210051_at	RAPGEF3	2.362	0.28	Tumour
218726_at	DKFZp762E13	2.435	0.28	Tumour
240405_at	WDR42A	2.932	0.28	Tumour
201397_at	PHGDH	2.422	0.28	Tumour
227725_at	ST6GALNAC1	5.872	0.28	Tumour
236773_at		6.021	0.28	Tumour
225645_at	EHF	6.157	0.28	Tumour
65517_at	AP1M2	7.805	0.28	Tumour
226017_at	CMTM7	3.97	0.28	Tumour
209567_at	RRS1	2.551	0.28	Tumour
230936_at	DNAJB13	4.745	0.28	Tumour
212482_at	RMND5A	2.791	0.28	Tumour
235141_at	MARVELD2	7.225	0.28	Tumour
219976_at	HOOK1	8.525	0.28	Tumour
240478_at	DCUN1D2	2.386	0.28	Tumour
229691_at		3.372	0.28	Tumour
207732_s_at	DLG3	2.547	0.28	Tumour
208490_x_at	HIST1H2BF	2.439	0.28	Tumour
216120_s_at	ATP2B2	4.942	0.28	Tumour
225676_s_at	WDSOF1	2.612	0.28	Tumour
217620_s_at	PIK3CB	3.154	0.28	Tumour
243924_at		6.27	0.38	Tumour
203125_x_at	SLC11A2	2.151	0.38	Tumour
221884_at	EVI1	6.216	0.38	Tumour
1552266_at	ADAM32	3.01	0.38	Tumour
226123_at	CHD7	2.599	0.38	Tumour
203123_s_at	SLC11A2	3.191	0.38	Tumour
213333_at	MDH2	2.222	0.38	Tumour
201562_s_at	SORD	2.699	0.38	Tumour
235572_at	SPBC24	3.463	0.38	Tumour
204391_x_at	TRIM24	2.046	0.38	Tumour
232164_s_at	EPPK1	4.956	0.38	Tumour
1558077_s_at	MDH1B	6.189	0.38	Tumour
207039_at	CDKN2A	3.293	0.38	Tumour
201689_s_at	TPD52	3.718	0.38	Tumour
226403_at	TMC4	7.488	0.38	Tumour
221215_s_at	RIPK4	4.688	0.38	Tumour
230828_at	GRAMD2	4.102	0.38	Tumour
212339_at	EPB41L1	3.498	0.38	Tumour
204187_at	GMPR	3.732	0.38	Tumour
226560_at		4.239	0.38	Tumour
230701_x_at	KIF9	2.152	0.38	Tumour
223233_s_at	CGN	8.421	0.38	Tumour
226296_s_at	MRPS15	2.024	0.38	Tumour
219298_at	ECHDC3	3.546	0.38	Tumour
225996_at	LONRF2	4.831	0.38	Tumour
205899_at	CCNA1	5.248	0.38	Tumour
201242_s_at	ATP1B1	3.624	0.38	Tumour
204437_s_at	FOLR1	12.697	0.38	Tumour
213134_x_at	BTG3	2.897	0.38	Tumour
208967_s_at	AK2	2.087	0.38	Tumour
214011_s_at	HSPC111	3.32	0.38	Tumour
213297_at	RMND5B	2.736	0.38	Tumour
237030_at	ACPP	2.337	0.38	Tumour
214282_at	CP	10.096	0.38	Tumour
1557866_at	C9orf117	4.148	0.38	Tumour
209771_x_at	CD24	3.792	0.38	Tumour
1553105_s_at	DSG2	2.398	0.38	Tumour
1555310_a_at	PAK6	4.129	0.38	Tumour
227996_at	FARP1	5.053	0.38	Tumour
218826_at	SLC35F2	3.441	0.38	Tumour
235274_at		2.833	0.38	Tumour
235165_at	PARD6B	11.476	0.38	Tumour
228955_at		4.371	0.38	Tumour
201005_at	CD9	2.61	0.38	Tumour
1554887_at		4.309	0.38	Tumour
239651_at	ANAPC5	2.97	0.38	Tumour
204033_at	TRIP13	5.042	0.38	Tumour
235027_at	FLJ43489	2.342	0.38	Tumour
217744_s_at	PERP	3.06	0.38	Tumour
1554489_a_at	CEP70	3.034	0.38	Tumour
207924_x_at	PAX8	3.704	0.38	Tumour
212771_at	C10orf38	2.075	0.38	Tumour
205593_s_at	PDE9A	3.301	0.38	Tumour
243661_at	ZNF273	2.641	0.38	Tumour
226482_s_at	F11R	2.563	0.38	Tumour
1552291_at	PIGX	2.063	0.38	Tumour
243531_at	ORAOV1	3.563	0.38	Tumour
225759_x_at	CLMN	4.444	0.38	Tumour
205532_s_at	CDH6	3.902	0.38	Tumour
226623_at	PHYHIPL	5.895	0.38	Tumour
211056_s_at	SRD5A1	2.357	0.38	Tumour
231319_x_at	KIF9	3.522	0.38	Tumour
208650_s_at	CD24 /// LOC64745	4.74	0.38	Tumour
1559361_at	LOC653730	3.527	0.38	Tumour
214058_at	MYCL1	4.614	0.38	Tumour
209431_s_at	ZNF278	2.137	0.38	Tumour
210835_s_at	CTBP2	2.112	0.38	Tumour
202525_at	PRSS8	3.674	0.38	Tumour
223631_s_at	C19orf33	5.172	0.38	Tumour
224650_at	MAL2	4.249	0.38	Tumour
211783_s_at	MTA1	2.071	0.38	Tumour
209234_at	KIF1B	2.445	0.38	Tumour
226204_at	FLJ21125	2.747	0.38	Tumour
222067_x_at	HIST1H2BD	2.378	0.38	Tumour
243530_at	CPSF6	2.18	0.38	Tumour
208546_x_at	HIST1H2BH	2.406	0.38	Tumour
209792_s_at	KLK10	8.663	0.38	Tumour
242283_at	C1orf67	4.596	0.38	Tumour
228729_at	CCNB1	4.302	0.38	Tumour
213647_at	DNA2L	2.695	0.38	Tumour
203780_at	EVA1	5.95	0.38	Tumour
242245_at	SYDE2	3.199	0.38	Tumour
202826_at	SPINT1	3.94	0.38	Tumour
221258_s_at	KIF18A	3.127	0.38	Tumour
218252_at	CKAP2	2.486	0.38	Tumour
237741_at	SLC25A36	2.416	0.38	Tumour
1559026_at		3.968	0.38	Tumour
204023_at	RFC4	2.718	0.38	Tumour
1560554_a_at	C1orf145	2.347	0.38	Tumour
205165_at	CELSR3	2.007	0.38	Tumour
227724_at	LOC642351	2.186	0.38	Tumour
206023_at	NMU	4.318	0.51	Tumour
213816_s_at	MET	3.252	0.51	Tumour
208433_s_at	LRP8	4.297	0.51	Tumour
202279_at	C14orf2	2.386	0.51	Tumour
214295_at	KIAA0485	2.567	0.51	Tumour
214284_s_at	FGF18	3.01	0.51	Tumour
1556048_at		2.988	0.51	Tumour
216347_s_at	PPP1R13B	2.838	0.51	Tumour
223636_at	ZMYND12	2.822	0.51	Tumour
201897_s_at	CKS1B	3.524	0.51	Tumour
208792_s_at	CLU	2.973	0.51	Tumour
219274_at	TSPAN12	4.744	0.51	Tumour
212135_s_at	ATP2B4	3.58	0.51	Tumour
218795_at	ACP6	3.34	0.51	Tumour
228429_x_at	KIF9	2.915	0.51	Tumour
205225_at	ESR1	5.745	0.51	Tumour
214097_at	RPS21	2.493	0.51	Tumour
209064_x_at	PAIP1	4.519	0.51	Tumour
1553313_s_at	SLC5A3	4.002	0.51	Tumour
213964_x_at	C10orf95	5.167	0.51	Tumour
201017_at	EIF1AX	2.41	0.51	Tumour
209211_at	KLF5	4.743	0.51	Tumour
219787_s_at	ECT2	3.889	0.51	Tumour
216275_at	BUB1	3.121	0.51	Tumour
217809_at	BZW2	2.613	0.51	Tumour
202107_s_at	MCM2	3.04	0.51	Tumour
219476_at	C1orf116 /// LOC65	6.017	0.51	Tumour
214803_at		3.529	0.51	Tumour
241606_s_at	TRUB1	2.449	0.51	Tumour
241635_at	EVI1	5.805	0.51	Tumour
223047_at	CMTM6	3.529	0.51	Tumour
239579_at	ABHD7	2.794	0.51	Tumour
205816_at	ITGB8	6.945	0.51	Tumour
225521_at	ANAPC7	3.248	0.51	Tumour
223681_s_at	INADL	3.772	0.51	Tumour
204305_at	MIPEP	2.339	0.51	Tumour
211075_s_at	CD47	3.248	0.51	Tumour
220332_at	CLDN16	7.597	0.51	Tumour
242583_at	STON2	12.509	0.51	Tumour
227876_at	KIAA1688	3.922	0.51	Tumour
205614_x_at	MST1	2.82	0.51	Tumour
220177_s_at	TMPRSS3	10.342	0.51	Tumour
220948_s_at	ATP1A1	2.106	0.51	Tumour
205284_at	KIAA0133	3.427	0.51	Tumour
229061_s_at	SLC25A13	2.475	0.51	Tumour
204105_s_at	NRCAM	3.792	0.51	Tumour
238877_at		4.578	0.51	Tumour
225436_at	LOC58489	2.168	0.51	Tumour
208651_x_at	CD24	2.946	0.51	Tumour
211762_s_at	KPNA2 /// LOC6439	2.196	0.51	Tumour
219330_at	VANGL1	3	0.51	Tumour
214053_at		13.336	0.51	Tumour
209317_at	POLR1C	2.159	0.51	Tumour
226622_at	MUC20	4.544	0.51	Tumour
228392_at	ZNF302	3.468	0.51	Tumour
239834_at	KCTD1	8.369	0.51	Tumour
215851_at	EVI1	3.467	0.51	Tumour
213929_at		2.453	0.51	Tumour
242930_at	OSGEP	3.086	0.51	Tumour
220892_s_at	PSAT1	7.729	0.51	Tumour
230334_at		2.213	0.51	Tumour
205394_at	CHEK1	3.204	0.51	Tumour
215034_s_at	TM4SF1	2.11	0.51	Tumour
223381_at	CDCA1	6.861	0.51	Tumour
222993_at	MRPL37	2.515	0.51	Tumour
206125_s_at	KLK8	3.857	0.51	Tumour
202233_s_at	UQCRH	2.232	0.51	Tumour
234920_at	ZNF7	2.338	0.51	Tumour
226803_at	CHMP4C	6.069	0.51	Tumour
214827_at	PARD6B	11.828	0.51	Tumour
227341_at	C10orf30	3.891	0.51	Tumour
225001_at	RAB3D	2.517	0.51	Tumour
213198_at	ACVR1B	2.269	0.51	Tumour
1557360_at	LRPPRC	2.852	0.51	Tumour
225261_x_at	TH1L	2.598	0.51	Tumour
243529_at	MARS2	3.086	0.51	Tumour
202904_s_at	LSM5	2.26	0.51	Tumour
213611_at	AQP5	5.552	0.51	Tumour
226476_s_at	VPRBP	2.119	0.51	Tumour
210007_s_at	GPD2	3.134	0.51	Tumour
208779_x_at	DDR1	3.838	0.51	Tumour
219166_at	C14orf104	3.327	0.51	Tumour
210544_s_at	ALDH3A2	4.195	0.51	Tumour
232361_s_at	EHF	3.905	0.51	Tumour
219036_at	CEP70	3.367	0.51	Tumour
233341_s_at	POLR1B	2.593	0.51	Tumour
238973_s_at		4.941	0.51	Tumour
213055_at	CD47	2.904	0.51	Tumour
37079_at	YDD19	2.169	0.51	Tumour
220161_s_at	EPB41L4B	5.266	0.51	Tumour
209569_x_at	D4S234E	5.457	0.51	Tumour
241728_at		2.65	0.51	Tumour
232977_x_at	MYH14	2.914	0.51	Tumour
204825_at	MELK	3.857	0.51	Tumour
201275_at	FDPS	2.036	0.51	Tumour
228143_at		6.462	0.51	Tumour
234944_s_at	FAM54A	3.779	0.51	Tumour
241738_at	ZNF250	2.276	0.51	Tumour
241829_at	FLJ30707	4.834	0.51	Tumour
238526_at	RAB3IP	3.283	0.51	Tumour
232251_at	NUDT16P	3.445	0.51	Tumour
234992_x_at	ECT2	3.341	0.51	Tumour
211150_s_at	DLAT	2.739	0.51	Tumour
224435_at	C10orf58	3.082	0.51	Tumour
